author_id,report_id,no_of_srrs,no_of_psrs,percent_srrs,author_full_name
55237387500,[88],0,1,0.0,Yasuo Ohashi
55239705400,[54],0,1,0.0,Donglin Song
55241049600,[54],0,1,0.0,Jianhua Qi
55260676500,[7],1,0,1.0,Liu Ru Hu
55266679200,[65],0,1,0.0,Jie Dong
55363742600,[91],0,1,0.0,Afzal Hussein Yusufali
55382767800,[81],0,1,0.0,Mitchell S.V. Elkind
55426798600,[84],0,1,0.0,Eberhard Ritz
55432997600,[62],0,1,0.0,Tomonori Okamura
55473551800,[90],0,1,0.0,Alison H. Taylor
55482565200,[65],0,1,0.0,Jianfeng Luo
55499495700,[54],0,1,0.0,Jihong Hu
55509989100,[88],0,1,0.0,Shiro Tanaka
55523512000,[88],0,1,0.0,Sachiko Tanaka
55541278700,[40],0,1,0.0,M. J. Stampfer
55554944700,[91],0,1,0.0,Anitha Devanath
55584663700,[54],0,1,0.0,Nicole Li
55585900000,[54],0,1,0.0,Anthony Rodgers
55596800300,[70],0,1,0.0,Keizo Yasui
55628528158,[54],0,1,0.0,Bing Li
55628530729,"[5, 6, 10]",3,0,1.0,Rod S. Taylor
55628559897,[62],0,1,0.0,Yasuyuki Nakamura
55650401900,[53],0,1,0.0,Theo Stijnen
55666266600,"[50, 64, 75, 60]",0,4,0.0,Filippo M. Sarullo
55688929000,[54],0,1,0.0,Hailong Wang
55716630400,[54],0,1,0.0,Zhigang Yang
55720579500,[54],0,1,0.0,Jianmin Li
55722413500,[49],0,1,0.0,Hiroyuki Shimizu
55736919100,[91],0,1,0.0,Xingyu Wang
55737936200,[88],0,1,0.0,Yasuo Akanuma
55739485100,[54],0,1,0.0,Liancheng Zhao
55761936700,[14],1,0,1.0,Laura Gutierrez
55810755100,[73],0,1,0.0,Colin W. Binns
55908505800,[42],0,1,0.0,John B. Kostis
56008054800,[91],0,1,0.0,Fernando Lanas
56071946600,[54],0,1,0.0,Yongqing Yang
56156242500,[14],1,0,1.0,Natalia Elorriaga
56164924500,[54],0,1,0.0,Bailing Chen
56181810800,[14],1,0,1.0,Mar??a G. Matta
56328689400,[91],0,1,0.0,Hou Yan
56328765600,[91],0,1,0.0,Shun Fu Lee
56421646700,[62],0,1,0.0,Akira Okayama
56422852900,[73],0,1,0.0,Andy H. Lee
56457771800,[40],0,1,0.0,E. B. Rimm
56539588600,[7],1,0,1.0,Ping Da Bian
56560532000,[12],1,0,1.0,Nicole Martin
56679487000,[27],0,1,0.0,G. G. Rhoads
56682150800,[49],0,1,0.0,Chisato Nagata
56764050000,[91],0,1,0.0,Lisheng Liu
56803239300,[40],0,1,0.0,W. C. Willett
56959677700,"[61, 82]",0,2,0.0,Yoshiyuki Watanabe
57013454700,[4],1,0,1.0,Lanfranco D'Elia
57059210000,"[13, 33, 34, 41, 52, 59, 93]",1,6,0.14285714285714285,Michael H. Alderman
57113348000,[53],0,1,0.0,Margot W. Kloos
57154850400,[51],0,1,0.0,Yu Wen Wen
57158273100,[54],0,1,0.0,Junxiang Liu
57190078722,[53],0,1,0.0,Albert Hofman
57194377301,"[1, 2, 3]",3,0,1.0,Christopher Bartlett
57196200444,[54],0,1,0.0,Yanling Zhang
57196932500,[26],0,1,0.0,G. Morgan
57198929201,[69],0,1,0.0,Sophie Clarke
57202554459,[14],1,0,1.0,Vilma Irazola
57202570778,"[92, 28]",0,2,0.0,Kay Tee Khaw
57202717322,[88],0,1,0.0,Hideki Ito
57202855325,"[1, 2, 3, 5, 9, 6]",6,0,1.0,Lee Hooper
57203069058,[40],0,1,0.0,E. L. Giovannucci
57203734343,[74],0,1,0.0,Johannes F. Mann
57203897559,"[45, 46]",0,2,0.0,Suma Vupputuri
57204355249,[67],0,1,0.0,Hiroyuki Noda
57204537801,[92],0,1,0.0,Robert Luben
57207747971,[13],1,0,1.0,Gesche J??rgens
57207905596,[27],0,1,0.0,A. Kagan
57209290036,[14],1,0,1.0,Adolfo Rubinstein
57210591242,"[74, 91]",0,2,0.0,Martin O'Donnell
57217506894,"[33, 34]",0,2,0.0,John Laragh
57218390053,[54],0,1,0.0,Bruce Neal
57222968090,[7],1,0,1.0,Xian Lei Cai
57225421176,[93],0,1,0.0,Pamela Singer
57225701816,[54],0,1,0.0,Suzanne Ryan
