source,target,no_of_reports_coauthored,no_of_srrs_coauthored,no_of_psrs_coauthored,percent_srrs
17,90,1.0,0.0,1.0,0.0
17,91,1.0,0.0,1.0,0.0
17,92,1.0,0.0,1.0,0.0
17,95,1.0,0.0,1.0,0.0
17,96,1.0,0.0,1.0,0.0
17,98,1.0,0.0,1.0,0.0
17,101,1.0,0.0,1.0,0.0
17,107,1.0,0.0,1.0,0.0
17,108,1.0,0.0,1.0,0.0
17,110,1.0,0.0,1.0,0.0
17,112,1.0,0.0,1.0,0.0
17,113,1.0,0.0,1.0,0.0
17,114,1.0,0.0,1.0,0.0
17,115,1.0,0.0,1.0,0.0
17,116,1.0,0.0,1.0,0.0
17,117,1.0,0.0,1.0,0.0
17,118,1.0,0.0,1.0,0.0
17,119,1.0,0.0,1.0,0.0
17,120,1.0,0.0,1.0,0.0
17,121,1.0,0.0,1.0,0.0
17,122,1.0,0.0,1.0,0.0
17,123,1.0,0.0,1.0,0.0
17,124,1.0,0.0,1.0,0.0
17,125,1.0,0.0,1.0,0.0
17,126,1.0,0.0,1.0,0.0
17,127,1.0,0.0,1.0,0.0
17,128,1.0,0.0,1.0,0.0
17,129,1.0,0.0,1.0,0.0
17,130,1.0,0.0,1.0,0.0
17,131,1.0,0.0,1.0,0.0
17,132,1.0,0.0,1.0,0.0
17,133,1.0,0.0,1.0,0.0
17,134,1.0,0.0,1.0,0.0
17,135,1.0,0.0,1.0,0.0
17,136,1.0,0.0,1.0,0.0
17,137,1.0,0.0,1.0,0.0
17,138,1.0,0.0,1.0,0.0
17,139,1.0,0.0,1.0,0.0
17,141,1.0,0.0,1.0,0.0
17,142,1.0,0.0,1.0,0.0
17,143,1.0,0.0,1.0,0.0
17,144,1.0,0.0,1.0,0.0
17,145,1.0,0.0,1.0,0.0
17,146,1.0,0.0,1.0,0.0
17,147,1.0,0.0,1.0,0.0
17,148,1.0,0.0,1.0,0.0
17,149,1.0,0.0,1.0,0.0
17,150,1.0,0.0,1.0,0.0
17,151,1.0,0.0,1.0,0.0
17,152,1.0,0.0,1.0,0.0
17,153,1.0,0.0,1.0,0.0
17,154,1.0,0.0,1.0,0.0
17,155,1.0,0.0,1.0,0.0
17,156,1.0,0.0,1.0,0.0
17,157,1.0,0.0,1.0,0.0
17,158,1.0,0.0,1.0,0.0
17,159,1.0,0.0,1.0,0.0
17,160,1.0,0.0,1.0,0.0
17,161,1.0,0.0,1.0,0.0
17,162,1.0,0.0,1.0,0.0
17,163,1.0,0.0,1.0,0.0
17,164,1.0,0.0,1.0,0.0
17,165,1.0,0.0,1.0,0.0
17,166,1.0,0.0,1.0,0.0
17,167,1.0,0.0,1.0,0.0
17,168,1.0,0.0,1.0,0.0
17,169,1.0,0.0,1.0,0.0
17,170,1.0,0.0,1.0,0.0
17,171,1.0,0.0,1.0,0.0
17,172,1.0,0.0,1.0,0.0
17,173,1.0,0.0,1.0,0.0
17,174,1.0,0.0,1.0,0.0
17,175,1.0,0.0,1.0,0.0
17,176,1.0,0.0,1.0,0.0
17,177,1.0,0.0,1.0,0.0
17,178,1.0,0.0,1.0,0.0
17,179,1.0,0.0,1.0,0.0
17,180,1.0,0.0,1.0,0.0
17,181,1.0,0.0,1.0,0.0
17,182,1.0,0.0,1.0,0.0
17,193,1.0,0.0,1.0,0.0
17,194,1.0,0.0,1.0,0.0
17,195,1.0,0.0,1.0,0.0
17,196,1.0,0.0,1.0,0.0
17,197,1.0,0.0,1.0,0.0
17,198,1.0,0.0,1.0,0.0
17,199,1.0,0.0,1.0,0.0
17,200,1.0,0.0,1.0,0.0
17,201,1.0,0.0,1.0,0.0
17,7004891687,1.0,0.0,1.0,0.0
17,7006694590,1.0,0.0,1.0,0.0
17,7102422991,2.0,0.0,2.0,0.0
17,7102658830,1.0,0.0,1.0,0.0
17,7103041111,1.0,0.0,1.0,0.0
17,7202992021,1.0,0.0,1.0,0.0
17,35380806400,1.0,0.0,1.0,0.0
17,36047010400,1.0,0.0,1.0,0.0
18,1,1.0,0.0,1.0,0.0
18,5,2.0,0.0,2.0,0.0
18,16,2.0,0.0,2.0,0.0
18,17,2.0,0.0,2.0,0.0
18,19,2.0,0.0,2.0,0.0
18,20,2.0,0.0,2.0,0.0
18,21,1.0,0.0,1.0,0.0
18,22,2.0,0.0,2.0,0.0
18,23,1.0,0.0,1.0,0.0
18,24,1.0,0.0,1.0,0.0
18,25,1.0,0.0,1.0,0.0
18,26,1.0,0.0,1.0,0.0
18,27,1.0,0.0,1.0,0.0
18,28,1.0,0.0,1.0,0.0
18,29,1.0,0.0,1.0,0.0
18,30,1.0,0.0,1.0,0.0
18,31,3.0,0.0,3.0,0.0
18,32,2.0,0.0,2.0,0.0
18,33,2.0,0.0,2.0,0.0
18,34,1.0,0.0,1.0,0.0
18,35,1.0,0.0,1.0,0.0
18,36,1.0,0.0,1.0,0.0
18,37,1.0,0.0,1.0,0.0
18,38,1.0,0.0,1.0,0.0
18,39,1.0,0.0,1.0,0.0
18,40,2.0,0.0,2.0,0.0
18,41,1.0,0.0,1.0,0.0
18,42,1.0,0.0,1.0,0.0
18,43,1.0,0.0,1.0,0.0
18,44,1.0,0.0,1.0,0.0
18,45,1.0,0.0,1.0,0.0
18,46,2.0,0.0,2.0,0.0
18,47,1.0,0.0,1.0,0.0
18,48,1.0,0.0,1.0,0.0
18,49,2.0,0.0,2.0,0.0
18,50,1.0,0.0,1.0,0.0
18,51,1.0,0.0,1.0,0.0
18,52,1.0,0.0,1.0,0.0
18,53,1.0,0.0,1.0,0.0
18,54,1.0,0.0,1.0,0.0
18,55,1.0,0.0,1.0,0.0
18,56,1.0,0.0,1.0,0.0
18,57,1.0,0.0,1.0,0.0
18,58,1.0,0.0,1.0,0.0
18,59,1.0,0.0,1.0,0.0
18,60,2.0,0.0,2.0,0.0
18,61,1.0,0.0,1.0,0.0
18,62,1.0,0.0,1.0,0.0
18,63,1.0,0.0,1.0,0.0
18,64,1.0,0.0,1.0,0.0
18,65,1.0,0.0,1.0,0.0
18,66,1.0,0.0,1.0,0.0
18,67,2.0,0.0,2.0,0.0
18,68,1.0,0.0,1.0,0.0
18,69,2.0,0.0,2.0,0.0
18,70,2.0,0.0,2.0,0.0
18,71,2.0,0.0,2.0,0.0
18,72,1.0,0.0,1.0,0.0
18,73,2.0,0.0,2.0,0.0
18,74,2.0,0.0,2.0,0.0
18,75,1.0,0.0,1.0,0.0
18,76,2.0,0.0,2.0,0.0
18,77,2.0,0.0,2.0,0.0
18,78,1.0,0.0,1.0,0.0
18,79,1.0,0.0,1.0,0.0
18,80,2.0,0.0,2.0,0.0
18,81,1.0,0.0,1.0,0.0
18,82,2.0,0.0,2.0,0.0
18,83,1.0,0.0,1.0,0.0
18,84,1.0,0.0,1.0,0.0
18,85,2.0,0.0,2.0,0.0
18,87,2.0,0.0,2.0,0.0
18,88,1.0,0.0,1.0,0.0
18,89,1.0,0.0,1.0,0.0
18,90,2.0,0.0,2.0,0.0
18,91,2.0,0.0,2.0,0.0
18,92,2.0,0.0,2.0,0.0
18,93,1.0,0.0,1.0,0.0
18,94,1.0,0.0,1.0,0.0
18,95,2.0,0.0,2.0,0.0
18,96,2.0,0.0,2.0,0.0
18,97,1.0,0.0,1.0,0.0
18,98,2.0,0.0,2.0,0.0
18,99,1.0,0.0,1.0,0.0
18,100,1.0,0.0,1.0,0.0
18,101,2.0,0.0,2.0,0.0
18,102,1.0,0.0,1.0,0.0
18,103,1.0,0.0,1.0,0.0
18,104,1.0,0.0,1.0,0.0
18,105,1.0,0.0,1.0,0.0
18,106,1.0,0.0,1.0,0.0
18,107,2.0,0.0,2.0,0.0
18,108,2.0,0.0,2.0,0.0
18,109,1.0,0.0,1.0,0.0
18,110,2.0,0.0,2.0,0.0
18,111,1.0,0.0,1.0,0.0
18,112,2.0,0.0,2.0,0.0
18,113,1.0,0.0,1.0,0.0
18,114,1.0,0.0,1.0,0.0
18,115,1.0,0.0,1.0,0.0
18,116,1.0,0.0,1.0,0.0
18,117,1.0,0.0,1.0,0.0
18,118,1.0,0.0,1.0,0.0
18,119,1.0,0.0,1.0,0.0
18,120,1.0,0.0,1.0,0.0
18,121,1.0,0.0,1.0,0.0
18,122,1.0,0.0,1.0,0.0
18,123,1.0,0.0,1.0,0.0
18,124,1.0,0.0,1.0,0.0
18,125,1.0,0.0,1.0,0.0
18,126,1.0,0.0,1.0,0.0
18,127,1.0,0.0,1.0,0.0
18,128,1.0,0.0,1.0,0.0
18,129,1.0,0.0,1.0,0.0
18,130,1.0,0.0,1.0,0.0
18,131,1.0,0.0,1.0,0.0
